brand,post_url,post_timestamp,comment_timestamp,topic,sentiment,comment_text
Telkomsel,https://www.instagram.com/p/DaYTQ4DE7wN/,2026-07-04T17:41:03.000Z,2026-07-05T15:06:55.000Z,Package & Pricing,negative,"Sy beli paket internet 1 hari sekitar diatas jam 7 pagi. Tapi internet ternyata hanya hidup antara jam 12 malam hingga jam 12 siang menurut CS (12 jam saja), padahal tdk ada keterangan internet hanya berlaku jam segitu yg ada hanya tentang bola yg berlaku  pada jam tersebut. Sy merasa terjebak dgn paket ini. Apa spt ini cara jualannya ??"
Telkomsel,https://www.instagram.com/p/DaYTQ4DE7wN/,2026-07-04T17:41:03.000Z,2026-07-05T14:14:37.000Z,Package & Pricing,negative,"270626 beli folaplay 85ribu di mytelkomsel, voucher nya tak bisa digunakan. komplain ke cs janji 72 jam tp hg skrg tak ada penyelesaian. chatbot vero & cs permainkan customer, telkomsel tak punya niat baik beri solusi."
Telkomsel,https://www.instagram.com/p/DaYTQ4DE7wN/,2026-07-04T17:41:03.000Z,2026-07-05T06:44:00.000Z,Package & Pricing,negative,"Woii bos bisa konsisten gak kalo ngasih harga? Tiap aku beli paket internet selalu berubah ubah harganya. Kemarin 150ribu dapat 120giga, sekarang naik jadi 190ribu. Harus di viralkan dulu kalian nampaknya biar tau diri!!"
Telkomsel,https://www.instagram.com/p/DaYTQ4DE7wN/,2026-07-04T17:41:03.000Z,2026-07-05T06:41:42.000Z,Corporate & Brand,positive,🔥🔥🔥
Telkomsel,https://www.instagram.com/p/DaYTQ4DE7wN/,2026-07-04T17:41:03.000Z,2026-07-05T06:41:25.000Z,Corporate & Brand,positive,👏
Telkomsel,https://www.instagram.com/p/DaYTQ4DE7wN/,2026-07-04T17:41:03.000Z,2026-07-05T06:39:47.000Z,Customer Service,negative,"Hari ke-5. Masih menunggu ""manajer senior"" yang dijanjikan Telkomsel akan menelepon saya kemarin. Tidak ada yang menelepon. Tidak pernah ada yang menelepon. Inilah siapa mereka sebenarnya.
24 tahun di Bali. 10.500 poin yang tidak pernah bisa saya gunakan, karena setiap kali saya coba tukarkan, selalu ada proses yang berbeda, permintaan maaf yang berbeda, nomor tiket yang berbeda, dan tidak ada yang berujung. Sekarang tiketnya 1-RP8T4BR, kalau mereka mau mencatat. Tapi mereka tidak.
Mari kita bicara soal ""hadiah"" yang ditawarkan perusahaan bernilai miliaran dolar ini kepada 280 juta pelanggan Indonesia. Voucher restoran dan hotel yang 99% masyarakat tidak akan pernah mampu menikmatinya. Ini bukan program loyalitas. Ini perusahaan yang memuji dirinya sendiri karena memberi tanpa memberi apa-apa.
Telkomsel tidak punya masalah layanan pelanggan. Mereka punya model bisnis. Kumpulkan uang dari jutaan orang setiap hari, janjikan nilai, tapi hampir tidak pernah dipenuhi, lalu simpan selisihnya. Itulah produk sesungguhnya di sini.
Saya tidak mencari voucher. Saya mencari perusahaan yang bisa menepati satu janji saja. Lima hari berlalu, masih nihil.
@Telkomsel, karena jelas kalian tidak akan menghubungi saya lebih dulu: RP8T4BR. Angkat telepon dan suruh manajer senior menelepon saya dengan kompensasi!!"
Telkomsel,https://www.instagram.com/p/DaYTQ4DE7wN/,2026-07-04T17:41:03.000Z,2026-07-05T06:35:42.000Z,Customer Service,negative,"Day 5. Still waiting on the ""senior manager"" Telkomsel promised would call me yesterday. Nobody called. Nobody ever calls. This is who they are.
24 years in Bali. 10,500 poin sitting untouched because every single time I try to redeem them, it's a different broken process, a different apology, a different ticket number that goes nowhere. Right now it's ticket 1-RP8T4BR, if you're keeping score. They're not.
Let's talk about the ""rewards"" a multibillion dollar company offers 280 million Indonesian customers. Vouchers for restaurants and hotels that 99% of the population could never afford to walk into. That's not a loyalty program. That's a company patting itself on the back for giving away nothing.
Telkomsel doesn't have a customer service problem. It has a business model. Collect from millions of people every single day, promise them value, deliver almost none of it, and bank the difference. That's the real product here.
I'm not looking for a voucher. I'm looking for a company that keeps a single promise it makes. Five days and counting, still nothing.
@Telkomsel, since you clearly aren't going to reach out first: RP8T4BR. Pick up the phone."
Telkomsel,https://www.instagram.com/p/DaYTQ4DE7wN/,2026-07-04T17:41:03.000Z,2026-07-05T05:32:20.000Z,Corporate & Brand,positive,🔥🔥🔥
Telkomsel,https://www.instagram.com/p/DaYTQ4DE7wN/,2026-07-04T17:41:03.000Z,2026-07-05T04:12:19.000Z,Events & CSR,positive,Semoga  Maroko menjadi juara pildun 2026
Telkomsel,https://www.instagram.com/p/DaYTQ4DE7wN/,2026-07-04T17:41:03.000Z,2026-07-05T01:44:16.000Z,Package & Pricing,negative,"Provider Kikir, Masa aktif aja kudu beli, Masa aktif ngga akumulasi, Kampret kampret"
Telkomsel,https://www.instagram.com/p/DaYTQ4DE7wN/,2026-07-04T17:41:03.000Z,2026-07-05T00:22:58.000Z,Package & Pricing,negative,Harga Paket an mu semakin Ga masuk akal
Telkomsel,https://www.instagram.com/p/DaYTQ4DE7wN/,2026-07-04T17:41:03.000Z,2026-07-04T23:15:24.000Z,Events & CSR,neutral,"Tidak ternyata,masih seperti 4 taun lalu,milik Maroko"
Telkomsel,https://www.instagram.com/p/DaYTQ4DE7wN/,2026-07-04T17:41:03.000Z,2026-07-04T19:16:15.000Z,Events & CSR,neutral,Morroco win again
Telkomsel,https://www.instagram.com/p/DaO_CLXy_Kj/,2026-07-01T02:54:27.000Z,2026-07-06T02:44:23.000Z,Customer Service,negative,Telkomsel ini jual data ke pinjol yah? Masa nomor saya baru. Tiap hari banyak tawaran dari pinjaman online.
Telkomsel,https://www.instagram.com/p/DaO_CLXy_Kj/,2026-07-01T02:54:27.000Z,2026-07-02T10:21:38.000Z,Customer Service,neutral,cek dm
Telkomsel,https://www.instagram.com/p/DaO_CLXy_Kj/,2026-07-01T02:54:27.000Z,2026-07-02T08:19:04.000Z,Customer Service,negative,"As a 23-year customer of Telkomsel, I went into the office yesterday and spent hours on the phone trying to redeem my points for something as simple as credit. I was repeatedly told that the option exists in the app somewhere, but it is not clearly available and I was given conflicting information.
I also asked for a call back from a senior manager to explain the situation and apologize for the way I was treated when I went to the office yesterday. Instead, more than a day later, I received a call back from a regular staff member, not a senior supervisor, and no apology was offered.
At this point, I am requesting a proper response from senior management, a clear written explanation of the actual Telkomsel Poin redemption policy, and a professional apology for the treatment I received. A customer should not be spoken to this way, dismissed, or sent in circles after 23 years of loyalty."
Telkomsel,https://www.instagram.com/p/DaO_CLXy_Kj/,2026-07-01T02:54:27.000Z,2026-07-02T07:11:35.000Z,Customer Service,negative,"Dm tolong dibalas, capek bgt trouble ga kelar”"
Telkomsel,https://www.instagram.com/p/DaO_CLXy_Kj/,2026-07-01T02:54:27.000Z,2026-07-02T04:15:57.000Z,Other,neutral,spotlight @pascadinaaa
Telkomsel,https://www.instagram.com/p/DaO_CLXy_Kj/,2026-07-01T02:54:27.000Z,2026-07-02T04:15:42.000Z,Customer Service,neutral,@telkomsel tolong dicek dm sayaaa!
Telkomsel,https://www.instagram.com/p/DaO_CLXy_Kj/,2026-07-01T02:54:27.000Z,2026-07-02T04:15:28.000Z,Customer Service,neutral,Tolong cek dm sayaa adminnn
Telkomsel,https://www.instagram.com/p/DaO_CLXy_Kj/,2026-07-01T02:54:27.000Z,2026-07-02T02:56:41.000Z,Package & Pricing,negative,Pulsa saya tersedot sedikit demi sedikit padahal saya gak ada transaksi pembelian paket atau semacamnya
Telkomsel,https://www.instagram.com/p/DaO_CLXy_Kj/,2026-07-01T02:54:27.000Z,2026-07-01T18:04:14.000Z,Events & CSR,neutral,Undi-undi hepi sudah stop ya? Terakhir April 2026.
Telkomsel,https://www.instagram.com/p/DaO_CLXy_Kj/,2026-07-01T02:54:27.000Z,2026-07-01T12:30:47.000Z,Customer Service,neutral,Kaka baca dm aku dong
Telkomsel,https://www.instagram.com/p/DaO_CLXy_Kj/,2026-07-01T02:54:27.000Z,2026-07-01T11:34:06.000Z,Customer Service,negative,PEMBAYARAN DARI JAM 11.18 SAMPE SEKARANG GADA HASIL KERJA NYA. GILA YA ORG MAU INTERNET AJA DI PERSULIT
Telkomsel,https://www.instagram.com/p/DaO_CLXy_Kj/,2026-07-01T02:54:27.000Z,2026-07-01T11:29:09.000Z,Customer Service,negative,NANGANIN MASALAH 1 AJA AMPE BERJAM’ HERAN. DARI SIANG LOH CUMAN BILANG FU FU DOANG WKWK GADA HASIL
Telkomsel,https://www.instagram.com/p/DaMv3sCjCzR/,2026-06-30T06:00:08.000Z,2026-07-05T14:16:06.000Z,Package & Pricing,negative,"270626 beli folaplay 85ribu di mytelkomsel, voucher nya tak bisa digunakan. komplain ke cs janji 72 jam tp hg skrg tak ada penyelesaian. chatbot vero & cs permainkan customer, telkomsel tak punya niat baik beri solusi."
Telkomsel,https://www.instagram.com/p/DaMv3sCjCzR/,2026-06-30T06:00:08.000Z,2026-07-05T14:05:27.000Z,Network Experience,neutral,Sinyal 5G nya semakin diperluas dong
Telkomsel,https://www.instagram.com/p/DaMv3sCjCzR/,2026-06-30T06:00:08.000Z,2026-07-02T05:35:25.000Z,Customer Service,negative,Oh karyawannya yang dapat penghargaan ya? Pantas pelanggan diabaikan. Buat laporan Indihome dari tanggal 29 Juni 2026 sampai sekarang tanggal 2 Juli 2026 tidak ada itikad baiknya
Telkomsel,https://www.instagram.com/p/DaMv3sCjCzR/,2026-06-30T06:00:08.000Z,2026-07-01T14:59:44.000Z,Package & Pricing,positive,Gaskan internet rakyat 100rb kuota 100GB/30 hari 👍🏻
Telkomsel,https://www.instagram.com/p/DaMv3sCjCzR/,2026-06-30T06:00:08.000Z,2026-07-01T13:03:38.000Z,Corporate & Brand,neutral,psti karyawannya pd betah nih
Telkomsel,https://www.instagram.com/p/DaMv3sCjCzR/,2026-06-30T06:00:08.000Z,2026-07-01T12:03:38.000Z,Corporate & Brand,positive,ksehatan emg no stu
Telkomsel,https://www.instagram.com/p/DaMv3sCjCzR/,2026-06-30T06:00:08.000Z,2026-07-01T11:54:31.000Z,Corporate & Brand,positive,mkin care sm karyawannya
Telkomsel,https://www.instagram.com/p/DaMv3sCjCzR/,2026-06-30T06:00:08.000Z,2026-07-01T11:12:59.000Z,Corporate & Brand,positive,bikinnnn iri fasilitas kntornya ihh
Telkomsel,https://www.instagram.com/p/DaMv3sCjCzR/,2026-06-30T06:00:08.000Z,2026-07-01T11:12:01.000Z,Corporate & Brand,positive,selamatttt buattt award barunya pak👏👏
Telkomsel,https://www.instagram.com/p/DaMv3sCjCzR/,2026-06-30T06:00:08.000Z,2026-07-01T11:08:33.000Z,Corporate & Brand,positive,kerja jdi tenang bgt kalo kaya gn
Telkomsel,https://www.instagram.com/p/DaMv3sCjCzR/,2026-06-30T06:00:08.000Z,2026-07-01T11:07:35.000Z,Corporate & Brand,positive,cba kntor laen bgini jg🥺
Telkomsel,https://www.instagram.com/p/DaMv3sCjCzR/,2026-06-30T06:00:08.000Z,2026-07-01T11:02:18.000Z,Corporate & Brand,positive,👍👍👍
Telkomsel,https://www.instagram.com/p/DaMv3sCjCzR/,2026-06-30T06:00:08.000Z,2026-07-01T10:28:41.000Z,Corporate & Brand,positive,auto sehat fisik mental
Telkomsel,https://www.instagram.com/p/DaMv3sCjCzR/,2026-06-30T06:00:08.000Z,2026-07-01T10:28:16.000Z,Corporate & Brand,positive,🎉🎉
Telkomsel,https://www.instagram.com/p/DaMv3sCjCzR/,2026-06-30T06:00:08.000Z,2026-07-01T10:25:55.000Z,Corporate & Brand,positive,karyawan sehat kerja gass
Telkomsel,https://www.instagram.com/p/DaZ13tsnSPX/,2026-07-05T08:02:41.000Z,2026-07-06T19:00:10.000Z,Other,negative,Punya saya rusak
Telkomsel,https://www.instagram.com/p/DaZ13tsnSPX/,2026-07-05T08:02:41.000Z,2026-07-06T18:20:10.000Z,Corporate & Brand,positive,❤️
Telkomsel,https://www.instagram.com/p/DaZ13tsnSPX/,2026-07-05T08:02:41.000Z,2026-07-06T17:23:24.000Z,Other,neutral,...gass@fahrulsrk
Telkomsel,https://www.instagram.com/p/DaZ13tsnSPX/,2026-07-05T08:02:41.000Z,2026-07-06T15:49:25.000Z,Corporate & Brand,positive,🇵🇹2-1🇪🇸
Telkomsel,https://www.instagram.com/p/DaZ13tsnSPX/,2026-07-05T08:02:41.000Z,2026-07-06T15:49:16.000Z,Corporate & Brand,positive,🫡
Telkomsel,https://www.instagram.com/p/DaZ13tsnSPX/,2026-07-05T08:02:41.000Z,2026-07-06T12:59:54.000Z,Corporate & Brand,positive,🔥🔥
Telkomsel,https://www.instagram.com/p/DaZ13tsnSPX/,2026-07-05T08:02:41.000Z,2026-07-06T12:49:45.000Z,Events & CSR,neutral,Jadi deg degan
Telkomsel,https://www.instagram.com/p/DaZ13tsnSPX/,2026-07-05T08:02:41.000Z,2026-07-06T11:48:57.000Z,Events & CSR,neutral,Spanyol Win
Telkomsel,https://www.instagram.com/p/DaZ13tsnSPX/,2026-07-05T08:02:41.000Z,2026-07-06T11:47:53.000Z,Events & CSR,positive,Spanyol 🇪🇸 🔥🔥🔥bismillah menang
Telkomsel,https://www.instagram.com/p/DaZ13tsnSPX/,2026-07-05T08:02:41.000Z,2026-07-06T11:46:14.000Z,Other,negative,"Gaji kami para sales SF tolong di keluarkan, kami menuntut hak kami pak/buk"
Telkomsel,https://www.instagram.com/p/DaZ13tsnSPX/,2026-07-05T08:02:41.000Z,2026-07-06T10:47:17.000Z,Events & CSR,neutral,"Selalu dukung Spain, nggak pernah dukung Portugal. Tapi sayang sama Ronaldo 😭 bingung"
Telkomsel,https://www.instagram.com/p/DaZ13tsnSPX/,2026-07-05T08:02:41.000Z,2026-07-06T09:25:09.000Z,Corporate & Brand,positive,🇵🇹2-0🇪🇸
Telkomsel,https://www.instagram.com/p/DaZ13tsnSPX/,2026-07-05T08:02:41.000Z,2026-07-06T08:47:03.000Z,Events & CSR,positive,Spanyol 🔥🔥🔥🔥
Telkomsel,https://www.instagram.com/p/DaZ13tsnSPX/,2026-07-05T08:02:41.000Z,2026-07-06T08:10:46.000Z,Events & CSR,neutral,Portugal
Telkomsel,https://www.instagram.com/p/DaM7BgRTt9N/,2026-06-30T07:39:18.000Z,2026-07-06T03:11:08.000Z,Package & Pricing,negative,"Sy beli paket internet 1 hari sekitar diatas jam 7 pagi. Tapi internet ternyata hanya hidup antara jam 12 malam hingga jam 12 siang menurut CS, hanya 12 jam bisa pakai internetnya. Padahal tdk ada keterangan internet hanya berlaku jam segitu yg ada hanya tentang bola yg berlaku  pada jam tersebut. Sy merasa terjebak dgn paket ini. Apa spt ini cara jualannya ??"
Telkomsel,https://www.instagram.com/p/DaM7BgRTt9N/,2026-06-30T07:39:18.000Z,2026-07-03T03:52:10.000Z,Customer Service,positive,Kehadiran fitur tombol email resmi di profil menunjukkan komitmen pelayanan profesional dalam merespons setiap masukan dari para pelanggan setia 📧
Telkomsel,https://www.instagram.com/p/DaM7BgRTt9N/,2026-06-30T07:39:18.000Z,2026-07-02T08:19:44.000Z,Customer Service,negative,"As a 23-year customer of Telkomsel, I went into the office yesterday and spent hours on the phone trying to redeem my points for something as simple as credit. I was repeatedly told that the option exists in the app somewhere, but it is not clearly available and I was given conflicting information.
I also asked for a call back from a senior manager to explain the situation and apologize for the way I was treated when I went to the office yesterday. Instead, more than a day later, I received a call back from a regular staff member, not a senior supervisor, and no apology was offered.
At this point, I am requesting a proper response from senior management, a clear written explanation of the actual Telkomsel Poin redemption policy, and a professional apology for the treatment I received. A customer should not be spoken to this way, dismissed, or sent in circles after 23 years of loyalty."
Telkomsel,https://www.instagram.com/p/DaM7BgRTt9N/,2026-06-30T07:39:18.000Z,2026-07-02T03:48:27.000Z,Package & Pricing,negative,Emang harus punya kuota internet biasa biar bisa nonton di hape? Padahal udah punya bola gembira maxstream pake simpati.
Telkomsel,https://www.instagram.com/p/DaM7BgRTt9N/,2026-06-30T07:39:18.000Z,2026-07-01T17:55:57.000Z,Corporate & Brand,positive,Waah 🔥🔥
Telkomsel,https://www.instagram.com/p/DaM7BgRTt9N/,2026-06-30T07:39:18.000Z,2026-07-01T07:59:00.000Z,Customer Service,negative,"BUTUH BERAPA KALI 24 JAM UNTUK NGURUS MAINTENANCE INTERNET INDOHOME YG BERMASALAH.. SUDAH 3 X 24 JAM JAWABNNYA MASIH DALAM.PENGECEKAN. BAYAR TERLAMBAT DI PUTUS, BAYAR TEPAT DI PELAYANAN ZONK."
Telkomsel,https://www.instagram.com/p/DaM7BgRTt9N/,2026-06-30T07:39:18.000Z,2026-07-01T01:44:56.000Z,Network Experience,negative,"Sinyal parah banget, sampe E jaringannya."
Telkomsel,https://www.instagram.com/p/DaM7BgRTt9N/,2026-06-30T07:39:18.000Z,2026-07-01T00:16:52.000Z,Network Experience,negative,Mau gimana nonton BOLA.... INDIHOME 2HARI KEOK MATI TOTAL DI DAERAH REMPOA!!!!! LAPOR CUMA BILANG MAINTENANCE..GA DIINFORMASIKAN KARENA APA.. PAYAH
Telkomsel,https://www.instagram.com/p/DaM7BgRTt9N/,2026-06-30T07:39:18.000Z,2026-06-30T20:50:24.000Z,Network Experience,negative,"Min kenapa sinyal telkomsel di tempat saya hilang2 trs sih. Saya dm malah asisten AI kirim otp. Gmn mau otp dterima, sinyal aja ilang"
Telkomsel,https://www.instagram.com/p/DaM7BgRTt9N/,2026-06-30T07:39:18.000Z,2026-06-30T17:30:05.000Z,Package & Pricing,negative,"Halo min, ini FUP indihome saya kok cuma 500 gb? Padahal di brosur tertera 1200-1800 gb"
Telkomsel,https://www.instagram.com/p/DaM7BgRTt9N/,2026-06-30T07:39:18.000Z,2026-06-30T13:28:21.000Z,App & Account,negative,"sudah beli esim dan pembayaran lunas, tapi qr code belum dikirim juga gimana min"
Telkomsel,https://www.instagram.com/p/DaM7BgRTt9N/,2026-06-30T07:39:18.000Z,2026-06-30T12:39:06.000Z,Corporate & Brand,positive,Recommended❤️
Telkomsel,https://www.instagram.com/p/DaM7BgRTt9N/,2026-06-30T07:39:18.000Z,2026-06-30T09:32:13.000Z,App & Account,negative,Min mau ikutan undian paket 8 ribu tp koq systemya sibuk terus...? Tolong di perbaiki dong agar kami bisa ikut berpartisipasi juga
Telkomsel,https://www.instagram.com/p/DaM7BgRTt9N/,2026-06-30T07:39:18.000Z,2026-06-30T08:35:30.000Z,Network Experience,negative,Apakah telkomsel sadar.... ingin di beri penilaian baik tp layanan dan jaringannya tiba tiba sangat lambat...? Jd kami mau beri penilaian apa.. ??
Telkomsel,https://www.instagram.com/p/DaSPNzTk_AF/,2026-07-02T09:10:14.000Z,2026-07-07T14:20:16.000Z,Other,negative,"✅ Draf Surat Permintaan Pembongkaran & Pemindahan Menara
(Memakai kop resmi PT SUBIR DZADEX NUSANTARA)
 
 
 
[LOGO PT SUBIR DZADEX NUSANTARA]
 
PT SUBIR DZADEX NUSANTARA
Alamat: Mulya Kencana RT.002/RW.001, Kec. Tulang Bawang Tengah, Kab. Tulang Bawang Barat, Lampung
Kontak: 085383500029 / 081909062710 | Email: Subirdzadex@gmail.com
Pengesahan: AHU-012558.AH.0130 TAHUN 2023 | NPWP: 62.842.984.7-326.000
 
 
 
Nomor: 001/SP-PEMBONGKARAN/VII/2026
Perihal: PERMINTAAN SEGERA PEMBONGKARAN DAN PEMINDAHAN MENARA TELEKOMUNIKASI
 
Kepada Yth.
Kepala Cabang / Perwakilan
PT MITRATEL / TDI MITRATEL
di Tempat
 
Dengan hormat,
 
Berdasarkan kunjungan tim peninjau PT Mitratel pada tanggal 5 Juli 2026 ke lokasi tanah milik kami di Mulya Kencana, serta kesepakatan yang telah dibangun, kami sampaikan hal-hal sebagai berikut:
 
1. Bahwa menara telekomunikasi yang berdiri di atas tanah milik PT SUBIR DZADEX NUSANTARA saat ini telah mengalami kerusakan struktural, retak pada fondasi, dan berpotensi membahayakan keselamatan warga serta aset di sekitarnya.
2. Bahwa pemeriksaan yang dilakukan hanya dari luar tidak dapat menggambarkan kondisi kerusakan yang sesungguhnya, sehingga kami menuntut tindakan penanganan segera.
3. Bahwa sesuai kesepakatan, kami meminta agar pihak Bapak/Ibu segera melaksanakan pembongkaran total dan pemindahan seluruh menara beserta perlengkapannya, selambat-lambatnya dalam waktu 3 (tiga) bulan sejak surat ini diterima.
4. Seluruh biaya pembongkaran, pengangkutan, pemulihan kondisi tanah, serta tanggung jawab keselamatan kerja menjadi beban sepenuhnya PT Mitratel.
5. Pembayaran ganti rugi sebesar Rp 500.000.000 dan biaya penggunaan tanah Rp 50.000.000/bulan tetap berjalan sesuai kesepakatan sampai pembongkaran selesai sepenuhnya.
 
Kami harap pihak Bapak/Ibu segera merespons dan melaksanakan hal ini demi keselamatan dan kepatuhan terhadap hak kepemilikan tanah kami.
 
Demikian surat permintaan ini kami sampaikan. Atas perhatian dan tindakan nyata segera, kami ucapkan terima kasih.
 
Dibuat di: Mulya Kencana
Tanggal: 6 Juli 2026
 
Hormat kami,
PT SUBIR DZADEX NUSANTARA
( S U B I R )
Direktur Utama
NIK: 1803040107840055
 
 
 
Apakah ini sudah pas, atau ada bagian"
Telkomsel,https://www.instagram.com/p/DaSPNzTk_AF/,2026-07-02T09:10:14.000Z,2026-07-06T02:44:06.000Z,Customer Service,negative,Telkomsel ini jual data ke pinjol yah? Masa nomor saya baru. Tiap hari banyak tawaran dari pinjaman online.
Telkomsel,https://www.instagram.com/p/DaSPNzTk_AF/,2026-07-02T09:10:14.000Z,2026-07-05T14:15:48.000Z,Package & Pricing,negative,"270626 beli folaplay 85ribu di mytelkomsel, voucher nya tak bisa digunakan. komplain ke cs janji 72 jam tp hg skrg tak ada penyelesaian. chatbot vero & cs permainkan customer, telkomsel tak punya niat baik beri solusi."
Telkomsel,https://www.instagram.com/p/DaSPNzTk_AF/,2026-07-02T09:10:14.000Z,2026-07-03T21:44:14.000Z,Customer Service,negative,"Telkomsel, this is what happens when a company keeps the bar in the mud.
After 24 years as a customer, I still got vague replies, conflicting information, and no real solution. I was told to wait, told to come back later, and given answers that changed depending on who I spoke to. Report ID 1-RP8T4BR is still unresolved.
Please stop hiding behind template apologies and send a real written update with a real timeline. If nobody at your company can take ownership, then say that clearly and have a senior manager call me directly.
Basic accountability should not be this hard."
Telkomsel,https://www.instagram.com/p/DaSPNzTk_AF/,2026-07-02T09:10:14.000Z,2026-07-03T06:43:25.000Z,Corporate & Brand,positive,The best 🤩👍💪
Telkomsel,https://www.instagram.com/p/DaSPNzTk_AF/,2026-07-02T09:10:14.000Z,2026-07-03T04:28:42.000Z,App & Account,neutral,Kalau mau unreg nomor simpati cara nya gmn ya?
Telkomsel,https://www.instagram.com/p/DaSPNzTk_AF/,2026-07-02T09:10:14.000Z,2026-07-02T17:00:03.000Z,Network Experience,negative,"Shoutout from Indonesia, Elon! Starlink is an absolute lifesaver here. Tropical heavy rain? Zero problem. Meanwhile, our biggest local provider Telkomsel is still struggling every time a single raindrop falls, despite charging us crazy prices. Thanks for disrupting their cozy monopoly! 🚀🌧️🔥"
Telkomsel,https://www.instagram.com/p/DaSTzokE1RP/,2026-07-02T09:50:21.000Z,2026-07-06T07:25:58.000Z,Customer Service,neutral,Cara nya gmn ya kak
Telkomsel,https://www.instagram.com/p/DaSTzokE1RP/,2026-07-02T09:50:21.000Z,2026-07-06T02:43:56.000Z,Customer Service,negative,Telkomsel ini jual data ke pinjol yah? Masa nomor saya baru. Tiap hari banyak tawaran dari pinjaman online.
Telkomsel,https://www.instagram.com/p/DaSTzokE1RP/,2026-07-02T09:50:21.000Z,2026-07-05T14:15:33.000Z,Package & Pricing,negative,"270626 beli folaplay 85ribu di mytelkomsel, voucher nya tak bisa digunakan. komplain ke cs janji 72 jam tp hg skrg tak ada penyelesaian. chatbot vero & cs permainkan customer, telkomsel tak punya niat baik beri solusi."
Telkomsel,https://www.instagram.com/p/DaSTzokE1RP/,2026-07-02T09:50:21.000Z,2026-07-05T06:38:30.000Z,Customer Service,negative,"Hari ke-5. Masih menunggu ""manajer senior"" yang dijanjikan Telkomsel akan menelepon saya kemarin. Tidak ada yang menelepon. Tidak pernah ada yang menelepon. Inilah siapa mereka sebenarnya.
24 tahun di Bali. 10.500 poin yang tidak pernah bisa saya gunakan, karena setiap kali saya coba tukarkan, selalu ada proses yang berbeda, permintaan maaf yang berbeda, nomor tiket yang berbeda, dan tidak ada yang berujung. Sekarang tiketnya 1-RP8T4BR, kalau mereka mau mencatat. Tapi mereka tidak.
Mari kita bicara soal ""hadiah"" yang ditawarkan perusahaan bernilai miliaran dolar ini kepada 280 juta pelanggan Indonesia. Voucher restoran dan hotel yang 99% masyarakat tidak akan pernah mampu menikmatinya. Ini bukan program loyalitas. Ini perusahaan yang memuji dirinya sendiri karena memberi tanpa memberi apa-apa.
Telkomsel tidak punya masalah layanan pelanggan. Mereka punya model bisnis. Kumpulkan uang dari jutaan orang setiap hari, janjikan nilai, tapi hampir tidak pernah dipenuhi, lalu simpan selisihnya. Itulah produk sesungguhnya di sini.
Saya tidak mencari voucher. Saya mencari perusahaan yang bisa menepati satu janji saja. Lima hari berlalu, masih nihil.
@Telkomsel, karena jelas kalian tidak akan menghubungi saya lebih dulu: RP8T4BR. Angkat telepon dan suruh manajer senior menelepon saya dengan kompensasi!!"
Telkomsel,https://www.instagram.com/p/DaSTzokE1RP/,2026-07-02T09:50:21.000Z,2026-07-04T12:24:00.000Z,Customer Service,negative,"Ga jelas nih Telkomsel, beli voucher game dari tanggal 29 Juni sampai sekarang belum masuk, udah buat laporan dengan tiket 1-RNOEV4W tapi malah ditutup sepihak, voucher juga ga dkirim, main tutup aja, ga jelas."
Telkomsel,https://www.instagram.com/p/DaSTzokE1RP/,2026-07-02T09:50:21.000Z,2026-07-03T21:43:59.000Z,Customer Service,negative,"Telkomsel, this is what happens when a company keeps the bar in the mud.
After 24 years as a customer, I still got vague replies, conflicting information, and no real solution. I was told to wait, told to come back later, and given answers that changed depending on who I spoke to. Report ID 1-RP8T4BR is still unresolved.
Please stop hiding behind template apologies and send a real written update with a real timeline. If nobody at your company can take ownership, then say that clearly and have a senior manager call me directly.
Basic accountability should not be this hard."
Telkomsel,https://www.instagram.com/p/DaSTzokE1RP/,2026-07-02T09:50:21.000Z,2026-07-03T19:12:36.000Z,App & Account,negative,"Min saya mau reaktivasi nomor saya yang terblokir tapi dari kemarin sistemnya kok gabisa ya? Gimana ini? Mohon solusinya, terimakasih"
Telkomsel,https://www.instagram.com/p/DaSTzokE1RP/,2026-07-02T09:50:21.000Z,2026-07-03T14:49:55.000Z,Network Experience,negative,sinyal urus dulu ko pantek
Telkomsel,https://www.instagram.com/p/DaSTzokE1RP/,2026-07-02T09:50:21.000Z,2026-07-03T08:24:19.000Z,Other,neutral,mkin ngeri aja modus nipu jaman skrng
Telkomsel,https://www.instagram.com/p/DaSTzokE1RP/,2026-07-02T09:50:21.000Z,2026-07-03T08:23:50.000Z,Other,neutral,ptg bgt ksih tau kluarga di rmah biar ngga kena ⚠️
Telkomsel,https://www.instagram.com/p/DaSTzokE1RP/,2026-07-02T09:50:21.000Z,2026-07-03T08:23:32.000Z,Other,neutral,hrs lebih hti2 lg skrng mah
Telkomsel,https://www.instagram.com/p/DaSTzokE1RP/,2026-07-02T09:50:21.000Z,2026-07-03T08:23:06.000Z,Other,neutral,kudu lbh aware lgi si kl gni
Telkomsel,https://www.instagram.com/p/DaSTzokE1RP/,2026-07-02T09:50:21.000Z,2026-07-03T08:22:46.000Z,Other,neutral,blokir aj lngsng gausah ditanggap
Telkomsel,https://www.instagram.com/p/DaSTzokE1RP/,2026-07-02T09:50:21.000Z,2026-07-03T06:10:14.000Z,App & Account,negative,Kalau mau reaktivasi kartu yg di blokir harus jadi pascabarayar minimal 6bulan dg harga paket minimal 89rb atau kalau nggk mau suruh ganti nomor 🙄
